rule_id,rule_title,rule_source,framework,framework_name,edition,relation,fit,identifier,identifier_title
mindep,Minimize external dependencies in favour of standard libraries,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-minimize-dependencies.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,SA-8,Security and Privacy Engineering Principles
slfgrd,Propose a guardrail when an error reveals a gap,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-self-guardrail-from-error.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,tight,10.2,Nonconformity and corrective action
slfgrd,Propose a guardrail when an error reveals a gap,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-self-guardrail-from-error.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,tight,MANAGE 2.3,Procedures are followed to respond to and recover from a previously unknown risk when it is identified.
smlcng,Prefer the smallest correct change,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-smallest-correct-change.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.7,Maintainability
srfcp1,Surface a counterproductive instruction before executing it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-surface-counterproductive-instructions.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,6.2,Communication and consultation
srfcp1,Surface a counterproductive instruction before executing it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-surface-counterproductive-instructions.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.2,Accountability
srfcp1,Surface a counterproductive instruction before executing it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-surface-counterproductive-instructions.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,tight,A.3.3,Reporting of concerns
srfcp1,Surface a counterproductive instruction before executing it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-surface-counterproductive-instructions.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,GOVERN 3.2,Policies and procedures are in place to define and differentiate roles and responsibilities for human-AI configurations and oversight.
srfcp1,Surface a counterproductive instruction before executing it,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-surface-counterproductive-instructions.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,tight,GOVERN 4.1,Organizational policies and practices are in place to foster a critical thinking and safety-first mindset.
vrfdiv,Verifier diversity,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-verifier-diversity.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,broad,A.6.2.4,AI system verification and validation
vrfdiv,Verifier diversity,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-verifier-diversity.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,broad,SA-11(3),Independent Verification of Assessment Plans and Evidence
vrfdiv,Verifier diversity,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-verifier-diversity.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MEASURE 1.3,Internal experts who did not serve as front-line developers for the system and/or independent assessors are involved in regular assessments and updates.
vrfdiv,Verifier diversity,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-verifier-diversity.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MEASURE 2.1,"Test sets, metrics, and details about the tools used during TEVV are documented."
vrfdiv,Verifier diversity,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-QUALI-verifier-diversity.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PW.7.1,Decide on code review and analysis
aitreg,Maintain an AI toolchain register,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-ai-toolchain-register.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,tight,A.4.4,Tooling resources
aitreg,Maintain an AI toolchain register,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-ai-toolchain-register.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,CM-8,System Component Inventory
aitreg,Maintain an AI toolchain register,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-ai-toolchain-register.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,tight,GOVERN 1.6,Mechanisms are in place to inventory AI systems and are resourced according to organizational risk priorities.
asadv1,Assess and advise are discussion only,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-assess-advise-discussion-only.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.2,Accountability
asadv1,Assess and advise are discussion only,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-assess-advise-discussion-only.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,B.4,Level of automation
asadv1,Assess and advise are discussion only,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-assess-advise-discussion-only.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,broad,A.9.2,Processes for responsible use of AI systems
asadv1,Assess and advise are discussion only,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-assess-advise-discussion-only.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,GOVERN 3.2,Policies and procedures are in place to define and differentiate roles and responsibilities for human-AI configurations and oversight.
asadv1,Assess and advise are discussion only,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-assess-advise-discussion-only.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 3.5,"Processes for human oversight are defined, assessed, and documented in accordance with organizational policies."
chtrk1,Change record,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-change-record.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,tight,6.7,Recording and reporting
chtrk1,Change record,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-change-record.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,broad,7.5.2,Creating and updating documented information
chtrk1,Change record,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-change-record.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,broad,7.5.3,Control of documented information
chtrk1,Change record,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-change-record.md,nist-80053,NIST SP 800-53 Security and Privacy Controls,Rev 5 (catalog 5.2.0),supports control,tight,CM-3,Configuration Change Control
chtrk1,Change record,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-change-record.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MANAGE 4.1,"Post-deployment AI system monitoring plans are implemented, including mechanisms for capturing and evaluating input from users and other relevant AI actors, appeal and override, decommissioning, incident response, recovery, and change management."
chtrk1,Change record,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-change-record.md,nist-ssdf,NIST Secure Software Development Framework,1.1 (SP 800-218),supports control,broad,PO.3.3,Generate artifacts from security tools
chgtrk,Change record has a curated public face,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-change-tracking-ext.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,broad,A.8.5,Information for interested parties
clrfy1,Clarify before acting,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-clarify-before-acting.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,6.2,Communication and consultation
clrfy1,Clarify before acting,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-clarify-before-acting.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,GOVERN 4.1,Organizational policies and practices are in place to foster a critical thinking and safety-first mindset.
clrfy1,Clarify before acting,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-clarify-before-acting.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 1.6,"System requirements (e.g., ""the system shall respect the privacy of its users"") are elicited from and understood by relevant AI actors."
cntdef,Continue by default,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-continue-by-default.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,B.4,Level of automation
exauth,Express authorization before execution,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-express-authorization-before-execution.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.2,Accountability
exauth,Express authorization before execution,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-express-authorization-before-execution.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,B.4,Level of automation
exauth,Express authorization before execution,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-express-authorization-before-execution.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,broad,A.9.2,Processes for responsible use of AI systems
exauth,Express authorization before execution,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-express-authorization-before-execution.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,GOVERN 3.2,Policies and procedures are in place to define and differentiate roles and responsibilities for human-AI configurations and oversight.
exauth,Express authorization before execution,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-express-authorization-before-execution.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,broad,MAP 3.5,"Processes for human oversight are defined, assessed, and documented in accordance with organizational policies."
humovs,Human oversight and the autonomy threshold,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-human-oversight-and-autonomy-threshold.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0053,AI Agent Tool Invocation
humovs,Human oversight and the autonomy threshold,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-human-oversight-and-autonomy-threshold.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0086,Exfiltration via AI Agent Tool Invocation
humovs,Human oversight and the autonomy threshold,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-human-oversight-and-autonomy-threshold.md,atlas,MITRE ATLAS,2026.06,mitigates technique,broad,AML.T0101,Data Destruction via AI Agent Tool Invocation
humovs,Human oversight and the autonomy threshold,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-human-oversight-and-autonomy-threshold.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.2,Accountability
humovs,Human oversight and the autonomy threshold,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-human-oversight-and-autonomy-threshold.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,broad,A.10,Safety
humovs,Human oversight and the autonomy threshold,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-human-oversight-and-autonomy-threshold.md,iso-23894,ISO/IEC 23894:2023 AI guidance on risk management,2023,aligns with guidance,tight,B.4,Level of automation
humovs,Human oversight and the autonomy threshold,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-human-oversight-and-autonomy-threshold.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,broad,A.3.2,AI roles and responsibilities
humovs,Human oversight and the autonomy threshold,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-human-oversight-and-autonomy-threshold.md,iso-42001,ISO/IEC 42001:2023 AI management system,2023,supports control,broad,A.9.2,Processes for responsible use of AI systems
humovs,Human oversight and the autonomy threshold,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-human-oversight-and-autonomy-threshold.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,tight,GOVERN 3.2,Policies and procedures are in place to define and differentiate roles and responsibilities for human-AI configurations and oversight.
humovs,Human oversight and the autonomy threshold,https://github.com/jposluns/guardrails/blob/main/.claude/rules/aiqt/10-TRUST-human-oversight-and-autonomy-threshold.md,nist-airmf,NIST AI Risk Management Framework,1.0 (NIST AI 100-1),aligns with guidance,tight,MAP 3.5,"Processes for human oversight are defined, assessed, and documented in accordance with organizational policies."
